gpt2_enc_chataug,3,0QYNC7J05XI
gpt2_enc_chataug,3,qrzNABqN420
lstm_attn_noaug,2,qrzNABqN420
gpt2_enc_noaug,1,qrzNABqN420
gpt2_enc_chataug,3,M9mc3HYL_GM
lstm_attn_noaug,2,M9mc3HYL_GM
gpt2_enc_noaug,1,M9mc3HYL_GM
gpt2_enc_chataug,2,BTMWpYzpu5g
lstm_attn_noaug,3,BTMWpYzpu5g
gpt2_enc_noaug,1,BTMWpYzpu5g
gpt2_enc_chataug,3,JNW76fDWkA0
gpt2_enc_noaug,1,JNW76fDWkA0
lstm_attn_noaug,2,JNW76fDWkA0
gpt2_enc_noaug,1,lDGQu122JdU
gpt2_enc_chataug,2,lDGQu122JdU
lstm_attn_noaug,3,lDGQu122JdU
lstm_attn_noaug,2,pXz67syyse0
gpt2_enc_chataug,1,pXz67syyse0
gpt2_enc_noaug,3,pXz67syyse0
gpt2_enc_chataug,1,mMf4vJFT8Fw
lstm_attn_noaug,2,mMf4vJFT8Fw
gpt2_enc_noaug,3,mMf4vJFT8Fw
gpt2_enc_chataug,1,ZFG9jHrLtBE
lstm_attn_noaug,2,ZFG9jHrLtBE
gpt2_enc_noaug,3,ZFG9jHrLtBE
gpt2_enc_noaug,3,2KGnpMYHBGI
gpt2_enc_chataug,1,2KGnpMYHBGI
lstm_attn_noaug,2,2KGnpMYHBGI
lstm_attn_noaug,3,GRdzFvQezUE
gpt2_enc_noaug,1,GRdzFvQezUE
gpt2_enc_chataug,2,GRdzFvQezUE
lstm_attn_noaug,2,bztxC9EFfCk
gpt2_enc_chataug,1,bztxC9EFfCk
gpt2_enc_noaug,3,bztxC9EFfCk
lstm_attn_noaug,2,ZFG9jHrLtBE
gpt2_enc_chataug,1,ZFG9jHrLtBE
gpt2_enc_noaug,3,ZFG9jHrLtBE
gpt2_enc_noaug,3,uAYPacrJnyQ
gpt2_enc_chataug,1,uAYPacrJnyQ
lstm_attn_noaug,2,uAYPacrJnyQ
gpt2_enc_noaug,1,j6O_U9EseKQ
gpt2_enc_chataug,2,j6O_U9EseKQ
lstm_attn_noaug,3,j6O_U9EseKQ
gpt2_enc_chataug,2,ZsmxO0wnqdQ
lstm_attn_noaug,1,ZsmxO0wnqdQ
gpt2_enc_noaug,3,ZsmxO0wnqdQ
gpt2_enc_noaug,3,UhwJrftWAFg
lstm_attn_noaug,1,UhwJrftWAFg
gpt2_enc_chataug,2,UhwJrftWAFg
gpt2_enc_chataug,1,a4BjqKd8FsI
gpt2_enc_noaug,2,a4BjqKd8FsI
lstm_attn_noaug,3,a4BjqKd8FsI
gpt2_enc_noaug,3,rgWm0-a0kAo
lstm_attn_noaug,1,rgWm0-a0kAo
gpt2_enc_chataug,2,rgWm0-a0kAo
lstm_attn_noaug,2,WQsuFvw43RA
gpt2_enc_chataug,3,WQsuFvw43RA
gpt2_enc_noaug,1,WQsuFvw43RA
gpt2_enc_chataug,2,TN53jpjqAGI
gpt2_enc_noaug,1,TN53jpjqAGI
lstm_attn_noaug,3,TN53jpjqAGI
gpt2_enc_chataug,2,JWNWCKdfpzM
lstm_attn_noaug,1,JWNWCKdfpzM
gpt2_enc_noaug,3,JWNWCKdfpzM
lstm_attn_noaug,2,Yk2ZrS0ZS6g
gpt2_enc_noaug,1,Yk2ZrS0ZS6g
gpt2_enc_chataug,3,Yk2ZrS0ZS6g
gpt2_enc_noaug,1,08mf5GxT820
lstm_attn_noaug,3,08mf5GxT820
gpt2_enc_chataug,2,08mf5GxT820
gpt2_enc_chataug,3,kZYBpOwNGZU
lstm_attn_noaug,2,kZYBpOwNGZU
gpt2_enc_noaug,1,kZYBpOwNGZU
gpt2_enc_chataug,3,mKIapkfnAGY
gpt2_enc_noaug,2,mKIapkfnAGY
lstm_attn_noaug,1,mKIapkfnAGY
gpt2_enc_chataug,2,MtVLmOvQopM
gpt2_enc_noaug,1,MtVLmOvQopM
lstm_attn_noaug,3,MtVLmOvQopM
